ORDER_ITEM_SK,ORDER_FK,PRODUCT_FK,EMPLOYEE_FK,CUSTOMER_FK,SHIPPER_FK,ORDER_DATE,SHIP_DATE,REQUIRED_DELIVERY_DATE,DISCOUNT_PCT,UNIT_PRICE,QUANTITY,GROSS_TOTAL,NET_TOTAL,FREIGHT_ALLOCATED,HAD_DISCOUNT,ORDER_NUMBER,RECIPIENT_NAME,RECIPIENT_CITY,RECIPIENT_REGION,RECIPIENT_COUNTRY,LOADED_AT
0a3b6d08cfc84445558066a031da30b5,10278,59,8,BERGS,2,2012-08-12,2012-08-16,2012-09-09,0.00,4400,15,660.00,660.00,23.25,N,LEG-10278,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-23 18:40:57
7d97ada7cffc875284b9ee21fbbfff39,10278,73,8,BERGS,2,2012-08-12,2012-08-16,2012-09-09,0.00,1200,25,300.00,300.00,23.25,N,LEG-10278,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-19 15:26:43
ad8049a8170277178a408e358d77fb8d,10279,17,8,LEHMS,2,2012-08-13,2012-08-16,2012-09-10,0.25,3120,15,468.00,351.00,26.00,Y,LEG-10279,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-14 22:37:26
018bd931477d32659d75899c017ed6ad,10280,24,2,BERGS,1,2012-08-14,2012-09-12,2012-09-11,0.00,360,12,43.20,43.20,3.00,N,LEG-10280,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2025-01-09 22:32:16
df952b538189dd29bdbb43a5410ba2c6,10280,55,2,BERGS,1,2012-08-14,2012-09-12,2012-09-11,0.00,1920,20,384.00,384.00,3.00,N,LEG-10280,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-20 10:23:04
98228844ac926c88fb303e03be73545a,10280,75,2,BERGS,1,2012-08-14,2012-09-12,2012-09-11,0.00,620,30,186.00,186.00,3.00,N,LEG-10280,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-29 23:40:01
d6da4bcfa6e0123b6082211b6c155142,10281,19,4,ROMEY,1,2012-08-14,2012-08-21,2012-08-28,0.00,730,1,7.30,7.30,1.00,N,LEG-10281,Romero y tomillo,Madrid,Southern Europe,SPAIN,2024-12-25 09:27:43
a1eb1360bbf7c9146a89029a143b797b,10281,35,4,ROMEY,1,2012-08-14,2012-08-21,2012-08-28,0.00,1440,4,57.60,57.60,1.00,N,LEG-10281,Romero y tomillo,Madrid,Southern Europe,SPAIN,2025-01-15 08:13:09
12b70a983d80b31d8275121004b65a2a,10282,57,4,ROMEY,1,2012-08-15,2012-08-21,2012-09-12,0.00,1560,2,31.20,31.20,6.50,N,LEG-10282,Romero y tomillo,Madrid,Southern Europe,SPAIN,2025-01-02 17:07:47
86933c78656cfdf779731cb02e410b42,10283,15,3,LILAS,3,2012-08-16,2012-08-23,2012-09-13,0.00,1240,20,248.00,248.00,21.25,N,LEG-10283,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-06 19:51:20
491520fb86a48f881b82d2668dc60601,10283,19,3,LILAS,3,2012-08-16,2012-08-23,2012-09-13,0.00,730,18,131.40,131.40,21.25,N,LEG-10283,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-10 08:01:21
4150dabfe24a11e54aa39b5a87409a0f,10283,60,3,LILAS,3,2012-08-16,2012-08-23,2012-09-13,0.00,2720,35,952.00,952.00,21.25,N,LEG-10283,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-01 00:17:12
5e3df3cc18a1ac709b0b2469e1794477,10284,27,4,LEHMS,1,2012-08-19,2012-08-27,2012-09-16,0.25,3510,15,526.50,394.88,19.25,Y,LEG-10284,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-21 20:31:48
cd5b39765b11668f35351d1ac97bf340,10284,44,4,LEHMS,1,2012-08-19,2012-08-27,2012-09-16,0.00,1550,21,325.50,325.50,19.25,N,LEG-10284,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-08 01:55:46
a3dbab7c8fcff690c280c457a0900d86,10284,60,4,LEHMS,1,2012-08-19,2012-08-27,2012-09-16,0.25,2720,20,544.00,408.00,19.25,Y,LEG-10284,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-07 15:46:55
f84e5be699543e45b9a32fabb470e266,10284,67,4,LEHMS,1,2012-08-19,2012-08-27,2012-09-16,0.25,1120,5,56.00,42.00,19.25,Y,LEG-10284,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-20 18:05:36
2487a85ba2b980c7b11a3bd4f141638a,10285,1,1,QUICK,2,2012-08-20,2012-08-26,2012-09-17,0.20,1440,45,648.00,518.40,25.67,Y,LEG-10285,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-17 10:10:45
c7dae61ea7b213bec9de49bbdcbb751b,10285,40,1,QUICK,2,2012-08-20,2012-08-26,2012-09-17,0.20,1470,40,588.00,470.40,25.67,Y,LEG-10285,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2025-01-14 13:18:29
86620a948e3a5fc0a76013d8fbdc2d70,10285,53,1,QUICK,2,2012-08-20,2012-08-26,2012-09-17,0.20,2620,36,943.20,754.56,25.67,Y,LEG-10285,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-28 21:05:49
db37e4972d1c7244555a89f8aa949502,10286,35,8,QUICK,3,2012-08-21,2012-08-30,2012-09-18,0.00,1440,100,1440.00,1440.00,114.50,N,LEG-10286,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-31 13:43:13
abf7feb38ca7bf790067d602b352879c,10286,62,8,QUICK,3,2012-08-21,2012-08-30,2012-09-18,0.00,3940,40,1576.00,1576.00,114.50,N,LEG-10286,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2025-01-03 19:21:52
b79c54230c256cf9627c811816efce41,10287,16,8,RICAR,3,2012-08-22,2012-08-28,2012-09-19,0.15,1390,40,556.00,472.60,4.33,Y,LEG-10287,Ricardo Adocicados,Rio de Janeiro,South America,BRAZIL,2025-01-11 16:14:29
65e85e959648cbc6797bd65af6ba05d4,10287,46,8,RICAR,3,2012-08-22,2012-08-28,2012-09-19,0.15,960,15,144.00,122.40,4.33,Y,LEG-10287,Ricardo Adocicados  ,Rio de Janeiro,South America,BRAZIL,2024-12-22 21:46:49
05e638e2237bc2ccc037129a67f95da7,10288,68,4,REGGC,1,2012-08-23,2012-09-03,2012-09-20,0.10,1000,3,30.00,27.00,3.50,Y,LEG-10288,Reggiani Caseifici,Reggio Emilia,Southern Europe,ITALY,2024-12-20 15:21:09
532db33e81b29873a684137e9d56bc43,10289,3,7,BSBEV,3,2012-08-26,2012-08-28,2012-09-23,0.00,800,30,240.00,240.00,11.50,N,LEG-10289,B's Beverages,London,British Isles,UK,2025-01-09 06:24:48
578dc7cd0faae20a5febb99dd62a940b,10289,64,7,BSBEV,3,2012-08-26,2012-08-28,2012-09-23,0.00,2660,9,239.40,239.40,11.50,N,LEG-10289,B's Beverages,London,British Isles,UK,2024-12-19 19:25:57
2141d6af232a9d1c24e13d87cb6a2d45,10290,5,8,COMMI,1,2012-08-27,2012-09-03,2012-09-24,0.00,1700,20,340.00,340.00,20.00,N,LEG-10290,Comércio Mineiro,Sao Paulo,South America,BRAZIL,2024-12-20 21:12:56
9c62e4e34e1c1a9b8363daf3d33ee70c,10290,29,8,COMMI,1,2012-08-27,2012-09-03,2012-09-24,0.00,9900,15,1485.00,1485.00,20.00,N,LEG-10290,Comércio Mineiro,Sao Paulo,South America,BRAZIL,2024-12-25 23:00:31
239ac5bcb24b6d2c54431196e6a3f507,10290,49,8,COMMI,1,2012-08-27,2012-09-03,2012-09-24,0.00,1600,15,240.00,240.00,20.00,N,LEG-10290,Comércio Mineiro,Sao Paulo,South America,BRAZIL,2024-12-20 07:40:29
b3173dd13af6875885502f8fd3db5d52,10290,77,8,COMMI,1,2012-08-27,2012-09-03,2012-09-24,0.00,1040,10,104.00,104.00,20.00,N,LEG-10290,Comércio Mineiro,Sao Paulo,South America,BRAZIL,2025-01-05 17:38:32
f8b49ff25e28d4a85ceff85bc526ee2f,10292,20,1,TRADH,2,2012-08-28,2012-09-02,2012-09-25,0.00,6480,20,1296.00,1296.00,1.00,N,LEG-10292,Tradiçao Hipermercados,Sao Paulo,South America,BRAZIL,2024-12-27 03:08:26
a560f5188574e5668d7488c02b01c8e8,10293,18,1,TORTU,3,2012-08-29,2012-09-11,2012-09-26,0.00,5000,12,600.00,600.00,5.25,N,LEG-10293,Tortuga Restaurante,México D.F.,Central America,MEXICO,2024-12-28 08:56:01
2835d17712031e7540a24388c4982dd4,10293,24,1,TORTU,3,2012-08-29,2012-09-11,2012-09-26,0.00,360,10,36.00,36.00,5.25,N,LEG-10293,Tortuga Restaurante,México D.F.,Central America,MEXICO,2024-12-21 08:58:50
1e1417f824abc0d8f71488d4280699b7,10293,63,1,TORTU,3,2012-08-29,2012-09-11,2012-09-26,0.00,3510,5,175.50,175.50,5.25,N,LEG-10293,Tortuga Restaurante,México D.F.,Central America,MEXICO,2025-01-03 11:10:09
7bdd74d1c1f8405e7b117deced64dd11,10293,75,1,TORTU,3,2012-08-29,2012-09-11,2012-09-26,0.00,620,6,37.20,37.20,5.25,N,LEG-10293,Tortuga Restaurante,México D.F.,Central America,MEXICO,2024-12-30 02:06:07
5d2ec72f70159291c63e1afb668bb259,10294,1,4,RATTC,2,2012-08-30,2012-09-05,2012-09-27,0.00,1440,18,259.20,259.20,29.40,N,LEG-10294,Rattlesnake Canyon Grocery  ,Albuquerque,North America,USA,2024-12-19 14:38:05
b601bd4ee3044485a2c7ec79520a5851,10294,17,4,RATTC,2,2012-08-30,2012-09-05,2012-09-27,0.00,3120,15,468.00,468.00,29.40,N,LEG-10294,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,2025-01-04 19:25:42
0660765e8a14afc8eeef0265bd2002f5,10294,43,4,RATTC,2,2012-08-30,2012-09-05,2012-09-27,0.00,3680,15,552.00,552.00,29.40,N,LEG-10294,Rattlesnake Canyon Grocery  ,Albuquerque,North America,USA,2025-01-12 15:24:26
6df32488536663d9788528985abf46aa,10294,60,4,RATTC,2,2012-08-30,2012-09-05,2012-09-27,0.00,2720,21,571.20,571.20,29.40,N,LEG-10294,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,2025-01-13 23:24:05
8f419f19b9080021d71814443c312b59,10294,75,4,RATTC,2,2012-08-30,2012-09-05,2012-09-27,0.00,620,6,37.20,37.20,29.40,N,LEG-10294,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,2025-01-12 01:26:43
328cf4cb5ae276b862e770376564e723,10295,56,2,VINET,2,2012-09-02,2012-09-10,2012-09-30,0.00,3040,4,121.60,121.60,1.00,N,LEG-10295,Vins et alcools Chevalier,Reims,Western Europe,FRANCE,2025-01-01 23:33:02
c6e4d3cc1b93e8cf9c24fd79815fed26,10296,11,6,LILAS,1,2012-09-03,2012-09-11,2012-10-01,0.00,1680,12,201.60,201.60,0.00,N,LEG-10296,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-05 02:23:46
a72abe53317e09be9e92aea595b79b5f,10296,16,6,LILAS,1,2012-09-03,2012-09-11,2012-10-01,0.00,1390,30,417.00,417.00,0.00,N,LEG-10296,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2024-12-18 18:41:12
c104b9ee93f3a17d676d6579e1505e13,10296,69,6,LILAS,1,2012-09-03,2012-09-11,2012-10-01,0.00,2880,15,432.00,432.00,0.00,N,LEG-10296,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-03 16:53:16
b01ae9228149d327a285cf7ca2ba8c29,10297,39,5,BLONP,2,2012-09-04,2012-09-10,2012-10-16,0.00,1440,60,864.00,864.00,3.00,N,LEG-10297,Blondel père et fils,Strasbourg,Western Europe,FRANCE,2024-12-26 17:44:27
7ff125bda4293d442a3a2c769b0dc4f9,10297,72,5,BLONP,2,2012-09-04,2012-09-10,2012-10-16,0.00,2780,20,556.00,556.00,3.00,N,LEG-10297,Blondel père et fils,Strasbourg,Western Europe,FRANCE,2025-01-10 19:04:03
662fca2e186f5c35dd17a64879ad6bc1,10298,2,6,HUNGO,2,2012-09-05,2012-09-11,2012-10-03,0.00,1520,40,608.00,608.00,42.00,N,LEG-10298,Hungry Owl All-Night Grocers,Cork,British Isles,IRELAND,2024-12-29 07:12:49
91aab19ce79a4a401509b22bcf224705,10298,59,6,HUNGO,2,2012-09-05,2012-09-11,2012-10-03,0.25,4400,30,1320.00,990.00,42.00,Y,LEG-10298,Hungry Owl All-Night Grocers,Cork,British Isles,IRELAND,2024-12-23 19:52:37
f65301373e27829fd9ae05e642d411e0,10298,62,6,HUNGO,2,2012-09-05,2012-09-11,2012-10-03,0.00,3940,15,591.00,591.00,42.00,N,LEG-10298,Hungry Owl All-Night Grocers,Cork,British Isles,IRELAND,2025-01-12 20:53:10
